25505;#doc=party.2.txt;;;;;;;;;;;;;;
25506;1;За;ЗА;PR;;;а;з;;;;;PR;ЗА;PR
25831;11;была;БЫТЬ;V ipf praet sg indic f -;;;а;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic f -
25832;12;в;В;PR;;;в;;;;;;PR;В;PR
25833;13;команде;КОМАНДА;S f inan loc sg;;;е;д;н;а;м;о;S;КОМАНДА;S f inan loc sg
25834;14;желтых;ЖЕЛТЫЙ;S - anim gen pl;;;х;ы;т;л;е;ж;A;ЖЕЛТЫЙ;A - loc pl plen - -
25835;15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25836;16;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25837;17;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25838;18;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25839;19;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25840;20;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25841;21;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25842;22;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25843;23;напмер;НАПМЕР;ADV -;distort;;р;е;м;п;а;н;ADV;НАПМЕР;ADV -
25844;24;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25845;25;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25846;26;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25847;27;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25848;28;например;НАПРИМЕР;ADV -;;;р;е;м;и;р;п;ADV;НАПРИМЕР;ADV -
25849;29;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25850;30;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25851;31;";";";";SENT;;;;;;;;;SENT;";";SENT
25852;;;;;;;;;;;;;;;
25853;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25854;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25855;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25856;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25857;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25858;;;;;;;;;;;;;;;
25859;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25860;2;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
25861;3;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
25862;4;красные;КРАСНЫЙ;A - nom pl plen - -;;;е;ы;н;с;а;р;A;КРАСНЫЙ;A - nom pl plen - -
25863;5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25864;6;бордовые;БОРДОВЫЙ;A - nom pl plen - -;;;е;ы;в;о;д;р;A;БОРДОВЫЙ;A - nom pl plen - -
25865;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25866;8;хаки;ХАКИ;A - inan nonflex nonflex;;;и;к;а;х;;;S;ХАКИ;S n inan nonflex nonflex
25867;9;и;И;CONJ;слитно;;и;;;;;;CONJ;И;CONJ
25868;10;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25869;11;и;И;CONJ;слитно;;и;;;;;;CONJ;И;CONJ
25870;12;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25871;13;и;И;CONJ;слитно;;и;;;;;;CONJ;И;CONJ
25872;14;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25873;15;по-разному;ПО-РАЗНОМУ;ADV -;;;у;м;о;н;з;а;ADV;ПО-РАЗНОМУ;ADV -
25874;16;.;.;SENT;;;;;;;;;SENT;.;SENT
25875;;;;;;;;;;;;;;;
25876;1;Вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
25877;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25878;3;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
25879;4;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom
25880;5;этими;ЭТОТ;APRO - ins pl plen - -;;;и;м;и;т;э;;A;ЭТОТ;A - ins pl plen - -
25881;6;командами;КОМАНДА;S f inan ins pl;;;и;м;а;д;н;а;S;КОМАНДА;S f inan ins pl
25882;7;бегали;БЕГАТЬ;V ipf praet pl indic - -;;;и;л;а;г;е;б;V;БЕГАТЬ;V ipf praet pl indic - -
25883;8;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
25884;9;станциям;СТАНЦИЯ;S f inan dat pl;;;м;я;и;ц;н;а;S;СТАНЦИЯ;S f inan dat pl
25885;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25886;11;проходили;ПРОХОДИТЬ;V ipf praet pl indic - -;;;и;л;и;д;о;х;V;ПРОХОДИТЬ;V ipf praet pl indic - -
25887;12;квест;КВЕСТ;S f inan acc sg;;;т;с;е;в;к;;S;КВЕСТ;S f inan acc sg
25888;13;.;.;SENT;;;;;;;;;SENT;.;SENT
25889;;;;;;;;;;;;;;;
25890;1;М;М;INTJ;слитно;;м;;;;;;S;М;S - - nonflex nonflex
25891;2;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25892;3;м;М;INTJ;слитно;;м;;;;;;S;М;S - - nonflex nonflex
25893;4;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25894;5;м;М;INTJ;слитно;;м;;;;;;S;М;S - - nonflex nonflex
25895;6;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25896;7;все;ВСЕ;SPRO n  inan nom sg;;;е;с;в;;;;S;ВСЕ;S - - acc pl
25897;8;было;БЫТЬ;V ipf praet sg indic n -;;;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -
25898;9;интересно;ИНТЕРЕСНО;ADV -;;;о;н;с;е;р;е;ADV;ИНТЕРЕСНО;ADV -
25899;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25900;11;но;НО;CONJ;;;о;н;;;;;CONJ;НО;CONJ
25901;12;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25902;13;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25903;14;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25904;15;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25905;16;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25906;17;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25907;18;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25908;19;от;ОТ;PR;distort;;т;о;;;;;PR;ОТ;PR
25909;20;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25910;21;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25911;22;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25912;23;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25913;24;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
25914;25;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25915;26;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25916;27;";";";";SENT;;;;;;;;;SENT;";";SENT
25917;;;;;;;;;;;;;;;
25918;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25919;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25920;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25921;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25922;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25923;;;;;;;;;;;;;;;
25924;1;что;ЧТО;SPRO n - nom sg;;;о;т;ч;;;;CONJ;ЧТО;CONJ
25925;2;мне;Я;SPRO sg 1p - loc;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc
25926;3;больше;МНОГО;ADV comp;;;е;ш;ь;л;о;б;ADV;МНОГО;ADV comp
25927;4;всего;ВСЕ;SPRO n - gen sg;;;о;г;е;с;в;;S;ВСЕ;S n - gen sg
25928;5;запомнилось;ЗАПОМНИТЬСЯ;V pf praet sg indic n -;;;ь;с;о;л;и;н;V;ЗАПОМНИТЬСЯ;V pf praet sg indic n -
25929;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25930;7;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
25931;8;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25932;9;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
25933;10;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
25934;11;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
25935;12;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25936;13;в;В;PR;;;в;;;;;;PR;В;PR
25937;14;общем;ОБЩИЙ;S n inan loc sg;;;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -
25938;15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25939;16;называлось;НАЗЫВАТЬСЯ;V ipf praet sg indic n -;;;ь;с;о;л;а;в;V;НАЗЫВАТЬСЯ;V ipf praet sg indic n -
25940;17;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25941;18;назывался;НАЗЫВАТЬСЯ;V ipf praet sg indic m -;;;я;с;л;а;в;ы;V;НАЗЫВАТЬСЯ;V ipf praet sg indic m -
25942;19;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25943;20;типа;ТИПА;PART;;;а;п;и;т;;;S;ТИП;S m inan gen sg
25944;21;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25945;22;называлась;НАЗЫВАТЬСЯ;V ipf praet sg indic f -;;;ь;с;а;л;а;в;V;НАЗЫВАТЬСЯ;V ipf praet sg indic f -
25946;23;станция;СТАНЦИЯ;S f inan nom sg;;;я;и;ц;н;а;т;S;СТАНЦИЯ;S f inan nom sg
25947;24;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25948;25;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25949;26;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25950;27;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25951;28;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25952;29;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25953;30;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25954;31;чёта;ЧЕТА;S f inan nom sg;distort;;а;т;ё;ч;;;S;ЧЕТА;S f inan nom sg
25955;32;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25956;33;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25957;34;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25958;35;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25959;36;что-то;ЧТО-ТО;PART;;;о;т;;о;т;ч;S;ЧТО-ТО;S n inan nom sg
25960;37;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25961;38;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25962;39;";";";";SENT;;;;;;;;;SENT;";";SENT
25963;;;;;;;;;;;;;;;
25964;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25965;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25966;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25967;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25968;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25969;;;;;;;;;;;;;;;
25970;1;«;«;PUNC;;;;;;;;;PUNC;«;PUNC
25971;2;В;В;PR;;;в;;;;;;PR;В;PR
25972;3;темной;ТЕМНЫЙ;A - loc sg plen f -;;;й;о;н;м;е;т;A;ТЕМНЫЙ;A - loc sg plen f -
25973;4;комнате;КОМНАТА;S f inan loc sg;;;е;т;а;н;м;о;S;КОМНАТА;S f inan loc sg
25974;5;»;»;PUNC;;;;;;;;;PUNC;»;PUNC
25975;6;?..;?..;PUNC;;;;;;;;;PUNC;?..;PUNC
25976;7;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
25977;8;это;ЭТО;SPRO n - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
25978;9;было;БЫТЬ;V ipf praet sg indic n -;;;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -
25979;10;очень;ОЧЕНЬ;ADV -;;;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -
25980;11;жестко;ЖЕСТКО;ADV -;;;о;к;т;с;е;ж;ADV;ЖЕСТКО;ADV -
25981;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25982;13;потому что;потому что;CONJ;;;о;т;ч;;у;м;ZERO;потому что;ZERO
25983;14;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
25984;15;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom
25985;16;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
25986;17;совсем;СОВСЕМ;ADV -;;;м;е;с;в;о;с;ADV;СОВСЕМ;ADV -
25987;18;без;БЕЗ;PR;;;з;е;б;;;;PR;БЕЗ;PR
25988;19;света;СВЕТ;S m inan gen sg;;;а;т;е;в;с;;S;СВЕТ;S m inan gen sg
25989;20;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25990;21;надо;НАДО;ADV -;;;о;д;а;н;;;ADV;НАДО;ADV -
25991;22;было;БЫТЬ;V ipf praet sg indic n -;;;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -
25992;23;найти;НАЙТИ;V pf - - inf - -;;;и;т;й;а;н;;V;НАЙТИ;V pf - - inf - -
25993;24;яйца;ЯЙЦО;S n inan acc pl;;;а;ц;й;я;;;S;ЯЙЦО;S n inan acc pl
25994;25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25995;26;яйца;ЯЙЦО;S n inan acc pl;;;а;ц;й;я;;;S;ЯЙЦО;S n inan gen sg
25996;27;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
25997;28;куриные;КУРИНЫЙ;A - acc pl plen - inan;;;е;ы;н;и;р;у;A;КУРИНЫЙ;A - acc pl plen - inan
25998;29;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25999;30;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
26000;31;яйца;ЯЙЦО;S n inan acc pl;;;а;ц;й;я;;;S;ЯЙЦО;S n inan acc pl
26001;32;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26002;33;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26003;34;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26004;35;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26005;36;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
26006;37;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
26007;38;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
26008;39;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26009;40;вощем;ВОЩ;S m inan ins sg;distort;;м;е;щ;о;в;;S;ВОЩ;S m inan ins sg
26010;41;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26011;42;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26012;43;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26013;44;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26014;45;в;В;PR;;;в;;;;;;PR;В;PR
26015;46;общем;ОБЩИЙ;S n inan loc sg;;;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -
26016;47;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26017;48;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26018;49;";";";";SENT;;;;;;;;;SENT;";";SENT
26019;;;;;;;;;;;;;;;
26020;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
26021;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
26022;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26023;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26024;5;";";";";SENT;;;;;;;;;SENT;";";SENT
26025;;;;;;;;;;;;;;;
26026;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26027;2;как;КАК;CONJ;;;к;а;к;;;;CONJ;КАК;CONJ
26028;3;шарики;ШАРИК;S m inan nom pl;;;и;к;и;р;а;ш;S;ШАРИК;S m inan nom pl
26029;4;от;ОТ;PR;;;т;о;;;;;PR;ОТ;PR
26030;5;пинг-понга;ПИНГ-ПОНГ;S m inan gen sg;;;а;г;н;о;п;;S;ПИНГ-ПОНГ;S m inan gen sg
26031;6;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26032;7;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26033;8;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26034;9;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26035;10;class;CLASS;NONLEX;;;;;;;;;NONLEX;CLASS;NONLEX
26036;11;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
26037;12;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26038;13;note;NOTE;NONLEX;;;;;;;;;NONLEX;NOTE;NONLEX
26039;14;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26040;15;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26041;16;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26042;17;";";";";SENT;;;;;;;;;SENT;";";SENT
26043;;;;;;;;;;;;;;;
26044;1;Смех;СМЕХ;S m inan nom sg;;;х;е;м;с;;;S;СМЕХ;S m inan nom sg
26045;2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26046;3;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26047;4;";";";";SENT;;;;;;;;;SENT;";";SENT
26048;;;;;;;;;;;;;;;
26049;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
26050;2;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26051;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26052;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26053;5;";";";";SENT;;;;;;;;;SENT;";";SENT
26054;;;;;;;;;;;;;;;
26055;1;Да;ДА;PART;;;а;д;;;;;PART;ДА;PART
26056;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26057;3;ког;КОГ;S m inan acc sg;distort;;г;о;к;;;;S;КОГ;S m inan acc sg
26058;4;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
26059;5;когда;КОГДА;CONJ;;;а;д;г;о;к;;ADV;КОГДА;ADV -
26060;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26061;7;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26062;8;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
26063;9;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26064;10;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
26065;11;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26066;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26067;13;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ
26068;14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26069;15;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26070;16;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
26071;17;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26072;18;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
26073;19;а;А;INTJ;слитно;;а;;;;;;CONJ;А;CONJ
26074;20;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26075;21;нам;МЫ;SPRO pl 1p - dat;;;м;а;н;;;;SPRO;МЫ;SPRO pl 1p - dat
26076;22;сказали;СКАЗАТЬ;V pf praet pl indic - -;;;и;л;а;з;а;к;V;СКАЗАТЬ;V pf praet pl indic - -
26077;23;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26078;24;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
26079;25;яйца;ЯЙЦО;S n inan nom pl;;;а;ц;й;я;;;S;ЯЙЦО;S n inan acc pl
26080;26;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
26081;27;куриные;КУРИНЫЙ;A - nom pl plen - -;;;е;ы;н;и;р;у;A;КУРИНЫЙ;A - nom pl plen - -
26082;28;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26083;29;у;У;PR;;;у;;;;;;PR;У;PR
26084;30;нас;МЫ;SPRO pl 1p - loc;;;с;а;н;;;;SPRO;МЫ;SPRO pl 1p - loc
26085;31;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
26086;32;такие;ТАКОЙ;APRO - nom pl plen - -;;;е;и;к;а;т;;A;ТАКОЙ;A - nom pl plen - -
26087;33;же;ЖЕ;PART;;;е;ж;;;;;PART;ЖЕ;PART
26088;34;лица;ЛИЦО;S n inan nom sg;;;а;ц;и;л;;;S;ЛИЦО;S n inan gen sg
26089;35;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26090;36;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26091;37;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26092;38;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26093;39;class;CLASS;NONLEX;;;;;;;;;NONLEX;CLASS;NONLEX
26094;40;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
26095;41;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26096;42;note;NOTE;NONLEX;;;;;;;;;NONLEX;NOTE;NONLEX
26097;43;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26098;44;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26099;45;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26100;46;";";";";SENT;;;;;;;;;SENT;";";SENT
26101;;;;;;;;;;;;;;;
26102;1;Смех;СМЕХ;S m inan nom sg;;;х;е;м;с;;;S;СМЕХ;S m inan nom sg
26103;2;в;В;PR;;;в;;;;;;PR;В;PR
26104;3;кадре;КАДР;S m inan loc sg;;;е;р;д;а;к;;S;КАДР;S m inan loc sg
26105;4;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
26106;5;за;ЗА;PR;;;а;з;;;;;PR;ЗА;PR
26107;6;кадром;КАДР;S m inan ins sg;;;м;о;р;д;а;к;S;КАДР;S m inan ins sg
26108;7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26109;8;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26110;9;";";";";SENT;;;;;;;;;SENT;";";SENT
26111;;;;;;;;;;;;;;;
26112;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
26113;2;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26114;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26115;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26116;5;";";";";SENT;;;;;;;;;SENT;";";SENT
26117;;;;;;;;;;;;;;;
26118;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26119;2;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
26120;3;потом;ПОТОМ;ADV -;;;м;о;т;о;п;;ADV;ПОТОМ;ADV -
26121;4;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26122;5;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26123;6;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26124;7;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26125;8;class;CLASS;NONLEX;;;;;;;;;NONLEX;CLASS;NONLEX
26126;9;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
26127;10;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26128;11;note;NOTE;NONLEX;;;;;;;;;NONLEX;NOTE;NONLEX
26129;12;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26130;13;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26131;14;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26132;15;";";";";SENT;;;;;;;;;SENT;";";SENT
26133;;;;;;;;;;;;;;;
26134;1;Смех;СМЕХ;S m inan nom sg;;;х;е;м;с;;;S;СМЕХ;S m inan nom sg
26135;2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26136;3;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26137;4;";";";";SENT;;;;;;;;;SENT;";";SENT
26138;;;;;;;;;;;;;;;
26139;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
26140;2;span;SPAN;NONLEX;;;;;;;;;NONLEX;SPAN;NONLEX
26141;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26142;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26143;5;";";";";SENT;;;;;;;;;SENT;";";SENT
26144;;;;;;;;;;;;;;;
26145;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26146;2;вс;ВС;S n inan nonflex nonflex;distort;;с;в;;;;;S;ВС;S n inan nonflex nonflex
26147;3;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
26148;4;все;ВСЕ;ADV -;;;е;с;в;;;;ADV;ВСЕ;ADV -
26149;5;прояснилось;ПРОЯСНИТЬСЯ;V pf praet sg indic n -;;;ь;с;о;л;и;н;V;ПРОЯСНИТЬСЯ;V pf praet sg indic n -
26150;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26151;7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26152;8;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26153;9;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26154;10;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
26155;11;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
26156;12;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
26157;13;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26158;14;вощем;ВОЩ;S m inan ins sg;distort;;м;е;щ;о;в;;S;ВОЩ;S m inan ins sg
26159;15;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
26160;16;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26161;17;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
26162;18;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
26163;19;в;В;PR;;;в;;;;;;PR;В;PR
26164;20;общем;ОБЩИЙ;S n inan loc sg;;;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -
26165;21;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
26166;22;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
26167;23;";";";";SENT;;;;;;;;;SENT;";";SENT
26168;;;;;;;;;;;;;;;
26169;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
26170;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
26171;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
